index,city,Lat,Lon,max_temp,Humidity,Cloudiness,Wind Speed,Country,Date
48,Lüderitz,-26.6481,15.1594,68.23,36.0,0.0,11.72,NA,1627842369.0
12,North Platte,41.1239,-100.7654,82.99,36.0,75.0,4.0,US,1627842364.0
159,Avera,33.194,-82.5271,96.91,36.0,44.0,12.8,US,1627842384.0
334,Yumen,40.2833,97.2,72.1,37.0,96.0,20.2,CN,1627842407.0
290,San Patricio,28.017,-97.5169,98.02,37.0,63.0,10.85,US,1627842402.0
508,Ipixuna,-1.7625,-48.8043,87.75,37.0,46.0,4.14,BR,1627842429.0
85,Saint George,37.1041,-113.5841,92.43,37.0,1.0,1.99,US,1627842374.0
365,Khromtau,50.2503,58.4347,79.56,38.0,12.0,7.74,KZ,1627842411.0
580,Qorveh,35.1664,47.8045,73.69,39.0,69.0,12.12,IR,1627842439.0
381,Aklavik,68.2191,-135.0107,81.43,39.0,40.0,8.05,CA,1627842413.0
209,Cserkeszőlő,46.8632,20.187,82.38,39.0,64.0,7.61,HU,1627842391.0
589,Mogadouro,41.3403,-6.7119,72.79,39.0,54.0,11.12,PT,1627842440.0
83,Thompson,55.7435,-97.8558,80.76,39.0,40.0,12.66,CA,1627842374.0
450,Gamboma,-1.8764,15.8644,84.38,39.0,83.0,3.27,CG,1627842421.0
363,Whitehorse,60.7161,-135.0538,75.09,40.0,20.0,4.61,CA,1627842411.0
203,Orapa,-21.2833,25.3667,59.65,40.0,0.0,4.16,BW,1627842390.0
311,Safford,32.834,-109.7076,92.32,40.0,1.0,6.91,US,1627842405.0
137,Polson,47.6936,-114.1632,89.74,40.0,61.0,1.45,US,1627842381.0
305,Norman Wells,65.282,-126.8329,77.04,41.0,1.0,6.91,CA,1627842404.0
330,Ilulissat,69.2167,-51.1,57.22,41.0,0.0,4.61,GL,1627842407.0
172,Show Low,34.2542,-110.0298,80.65,41.0,1.0,6.91,US,1627842386.0
49,Novopokrovka,49.8425,36.5477,82.78,42.0,37.0,4.45,UA,1627842369.0
538,Carazinho,-28.2839,-52.7864,63.81,42.0,2.0,4.68,BR,1627842433.0
204,Wajir,1.7471,40.0573,81.91,42.0,70.0,19.62,KE,1627842390.0
232,Alice Springs,-23.7,133.8833,63.95,42.0,49.0,12.66,AU,1627842394.0
333,Linares,-35.85,-71.6,62.89,43.0,1.0,5.77,CL,1627842270.0
378,Cantagallo,7.376,-73.9196,95.27,43.0,12.0,2.39,CO,1627842413.0
523,Lively,46.4334,-81.1498,71.02,43.0,98.0,8.5,CA,1627842431.0
119,Dzilam González,21.2833,-88.9333,95.11,45.0,81.0,5.39,MX,1627842378.0
310,Nauta,-4.5061,-73.5757,85.1,45.0,91.0,1.3,PE,1627842404.0
191,Hwange,-18.3693,26.5019,65.84,45.0,8.0,3.2,ZW,1627842388.0
484,Arrondissement de Bastia,42.6667,9.3333,79.93,45.0,0.0,8.99,FR,1627842315.0
62,Saskylakh,71.9167,114.0833,65.57,46.0,1.0,6.29,RU,1627842371.0
39,Mandera,3.9366,41.867,84.04,46.0,98.0,21.77,KE,1627842367.0
382,Arenal,8.4593,-73.9433,96.31,46.0,34.0,4.45,CO,1627842413.0
514,Arrondissement de Reims,49.1667,4.0833,71.38,46.0,0.0,5.75,FR,1627842143.0
351,Constitución,-35.3333,-72.4167,62.67,47.0,1.0,8.59,CL,1627842409.0
145,West Wendover,40.7391,-114.0733,78.01,47.0,1.0,5.75,US,1627842382.0
274,Manaure,11.7751,-72.4445,91.98,47.0,3.0,21.99,CO,1627842400.0
502,Port Hedland,-20.3167,118.5667,59.05,47.0,0.0,9.22,AU,1627842428.0
494,Novikovo,51.1537,37.8879,77.13,47.0,13.0,6.04,RU,1627842427.0
150,Necochea,-38.5473,-58.7368,52.5,48.0,0.0,1.32,AR,1627842383.0
222,Laguna,38.421,-121.4238,99.21,48.0,1.0,4.0,US,1627842393.0
403,Mount Isa,-20.7333,139.5,64.17,48.0,48.0,0.0,AU,1627842416.0
156,Okhotsk,59.3833,143.3,59.49,49.0,0.0,18.61,RU,1627842384.0
233,Timmins,48.4669,-81.3331,67.82,49.0,40.0,14.97,CA,1627842394.0
198,Ol'khovatka,50.2831,39.2872,77.34,49.0,48.0,4.16,RU,1627842389.0
549,Lárdos,36.0942,28.0157,89.94,50.0,0.0,18.07,GR,1627842435.0
412,Mahanje,-9.9333,35.3333,64.53,50.0,92.0,1.63,TZ,1627842417.0
325,Río Gallegos,-51.6226,-69.2181,53.65,50.0,0.0,11.5,AR,1627842406.0
101,Port Lincoln,-34.7333,135.8667,51.67,50.0,2.0,20.36,AU,1627842376.0
158,Sur,22.5667,59.5289,92.34,51.0,93.0,16.02,OM,1627842384.0
20,Dubuque,42.4833,-90.8668,79.56,51.0,20.0,11.5,US,1627842365.0
82,Eyl,7.9803,49.8164,86.27,52.0,95.0,24.25,SO,1627842373.0
576,Kargil,34.5667,76.1,60.49,52.0,25.0,9.15,IN,1627842438.0
346,Trairi,-3.2778,-39.2689,86.07,53.0,56.0,14.61,BR,1627842409.0
525,La Crau,43.1498,6.0743,81.45,53.0,0.0,5.01,FR,1627842431.0
586,Qobustan,40.0824,49.412,73.51,53.0,23.0,3.58,AZ,1627842439.0
417,La Providencia,28.7167,-111.5833,98.65,53.0,2.0,3.0,MX,1627842418.0
178,Miraflores,19.2167,-98.8083,72.36,54.0,12.0,1.95,MX,1627842386.0
208,Guerrero Negro,27.9769,-114.0611,83.26,54.0,1.0,6.67,MX,1627842391.0
289,Port-Cartier,50.0334,-66.8654,69.91,54.0,95.0,11.25,CA,1627842402.0
491,Ixtapa,20.7,-105.2,90.63,55.0,40.0,4.61,MX,1627842427.0
497,Broome,42.2506,-75.833,80.02,55.0,75.0,3.0,US,1627842427.0
6,Boone,39.0334,-92.3335,84.79,55.0,1.0,1.99,US,1627842363.0
546,San Antonio,29.4241,-98.4936,97.2,55.0,1.0,1.01,US,1627842434.0
342,Grosse Pointe Farms,42.4092,-82.8919,78.24,55.0,40.0,8.05,US,1627842408.0
562,Umluj,25.0213,37.2685,88.9,55.0,1.0,2.8,SA,1627842436.0
440,Garden City,42.3256,-83.331,77.49,56.0,75.0,3.0,US,1627842420.0
175,Tuktoyaktuk,69.4541,-133.0374,71.6,56.0,75.0,17.27,CA,1627842386.0
510,Woodway,31.506,-97.205,97.61,56.0,90.0,1.99,US,1627842429.0
284,Inongo,-1.95,18.2667,72.99,56.0,100.0,3.4,CD,1627842401.0
369,Nísia Floresta,-6.0911,-35.2086,81.41,56.0,37.0,20.18,BR,1627842412.0
144,Kiryat Gat,31.61,34.7642,86.4,56.0,0.0,5.21,IL,1627842382.0
153,Saint-Augustin,51.226,-58.6502,69.3,56.0,81.0,22.46,CA,1627842383.0
408,Peleduy,59.6289,112.7406,60.82,57.0,100.0,3.89,RU,1627842416.0
526,Suntar,62.1444,117.6319,62.74,57.0,100.0,5.46,RU,1627842432.0
261,Sept-Îles,50.2001,-66.3821,70.23,57.0,75.0,5.99,CA,1627842398.0
475,Miranda de Ebro,42.6865,-2.947,72.03,57.0,99.0,12.37,ES,1627842425.0
109,Juxtlahuaca,17.4294,-99.1467,84.36,57.0,71.0,3.38,MX,1627842377.0
130,El Salvador,13.8333,-88.9167,87.04,57.0,40.0,0.98,SV,1627842380.0
298,Vila Velha,-20.3297,-40.2925,72.97,57.0,20.0,12.66,BR,1627842270.0
202,Constantine,36.365,6.6147,81.81,57.0,20.0,16.11,DZ,1627842390.0
64,Coahuayana Viejo,18.7333,-103.6833,90.88,57.0,23.0,1.9,MX,1627842371.0
93,Mīnāb,27.1467,57.0801,94.5,58.0,13.0,7.36,IR,1627842375.0
182,Vao,-22.6667,167.4833,66.51,58.0,76.0,13.58,NC,1627842387.0
459,Chapais,49.7834,-74.8492,65.98,58.0,67.0,8.46,CA,1627842423.0
42,Palmer,42.1584,-72.3287,79.52,58.0,75.0,5.01,US,1627842368.0
213,Ereymentau,51.6199,73.1033,70.07,58.0,21.0,2.86,KZ,1627842391.0
314,Halifax,44.6453,-63.5724,77.52,58.0,23.0,4.0,CA,1627842405.0
405,Coihueco,-36.6167,-71.8333,57.94,58.0,0.0,8.05,CL,1627842416.0
359,Cururupu,-1.8283,-44.8683,84.79,58.0,74.0,3.83,BR,1627842410.0
243,Makakilo City,21.3469,-158.0858,80.92,58.0,1.0,12.66,US,1627842395.0
5,Esperance,-33.8667,121.9,51.64,59.0,80.0,26.82,AU,1627842363.0
416,Manama,26.2154,50.5832,96.78,59.0,0.0,8.05,BH,1627842191.0
594,Koppang,61.5706,11.0555,54.99,59.0,80.0,10.36,NO,1627842440.0
396,Portland,45.5234,-122.6762,83.52,59.0,40.0,1.99,US,1627842315.0
374,Fulton,33.7668,-84.4499,90.32,59.0,75.0,3.0,US,1627842412.0
136,Ancud,-41.8697,-73.8203,51.33,60.0,42.0,4.18,CL,1627842381.0
196,Acajutla,13.5928,-89.8275,97.14,60.0,66.0,8.68,SV,1627842389.0
134,Boulsa,12.6675,-0.5758,82.92,60.0,91.0,10.58,BF,1627842381.0
585,Nur-Sultan,51.1801,71.446,71.55,60.0,40.0,6.71,KZ,1627842415.0
26,Touros,-5.1989,-35.4608,81.5,60.0,31.0,23.04,BR,1627842366.0
478,San Jose,37.3394,-121.895,80.46,60.0,20.0,0.0,US,1627842139.0
157,Carnarvon,-24.8667,113.6333,51.87,60.0,13.0,8.05,AU,1627842384.0
498,Westport,41.1415,-73.3579,78.73,60.0,75.0,1.01,US,1627842428.0
9,Rikitea,-23.1203,-134.9692,69.31,60.0,100.0,24.54,PF,1627842363.0
78,San Cristobal,7.7669,-72.225,84.38,60.0,60.0,9.4,VE,1627842373.0
108,Coronado,32.6859,-117.1831,102.43,60.0,20.0,10.36,US,1627842377.0
280,Kuznechikha,57.2161,42.3348,69.44,61.0,100.0,7.65,RU,1627842401.0
463,Mindelo,16.8901,-24.9804,81.95,61.0,40.0,19.57,CV,1627842423.0
38,Ushuaia,-54.8,-68.3,46.06,61.0,0.0,5.75,AR,1627842314.0
540,Koboko,3.4136,30.9599,70.61,61.0,98.0,4.23,UG,1627842433.0
553,Daytona Beach,29.2108,-81.0228,94.01,61.0,75.0,16.11,US,1627842435.0
315,Vanavara,60.34,102.2797,56.01,61.0,58.0,4.79,RU,1627842405.0
301,San Quintín,30.4833,-115.95,78.35,61.0,2.0,11.79,MX,1627842403.0
481,Ampanihy,-24.7,44.75,68.65,62.0,0.0,4.45,MG,1627842426.0
223,Östersund,63.1792,14.6357,55.62,62.0,90.0,9.22,SE,1627842393.0
1,Nikolskoye,59.7035,30.7861,64.4,62.0,60.0,10.94,RU,1627842362.0
253,Tautira,-17.7333,-149.15,73.42,62.0,64.0,9.01,PF,1627842397.0
426,Coyhaique,-45.5752,-72.0662,52.41,62.0,90.0,5.75,CL,1627842419.0
469,Puerto Escondido,15.85,-97.0667,88.63,62.0,40.0,4.61,MX,1627842424.0
356,Cockburn Town,21.4612,-71.1419,87.76,62.0,40.0,16.11,TC,1627842410.0
411,Roald,62.5833,6.1333,58.12,62.0,75.0,10.36,NO,1627842417.0
123,Verkhniye Kigi,55.4083,58.6044,68.34,62.0,61.0,1.66,RU,1627842379.0
260,Kysyl-Syr,63.8986,122.7617,63.18,63.0,91.0,4.0,RU,1627842398.0
445,Ingham,42.6,-84.3833,75.16,63.0,75.0,10.36,US,1627842421.0
458,‘Āhuimanu,21.4447,-157.8378,82.11,63.0,20.0,14.97,US,1627842423.0
239,Oranjemund,-28.55,16.4333,59.67,63.0,0.0,9.26,NA,1627842395.0
215,Hamilton,39.1834,-84.5333,82.65,63.0,75.0,1.99,US,1627842392.0
593,Berdigestyakh,62.0989,126.6992,60.69,64.0,97.0,4.32,RU,1627842440.0
392,Santa Lucía,27.9117,-15.5407,69.76,64.0,20.0,31.07,ES,1627842414.0
427,Jérémie,18.65,-74.1167,87.94,64.0,90.0,6.4,HT,1627842419.0
565,Khasanya,43.4336,43.5754,71.49,64.0,95.0,2.24,RU,1627842436.0
27,Lebu,-37.6167,-73.65,55.17,64.0,4.0,16.75,CL,1627842366.0
265,Freeport,40.6576,-73.5832,78.49,64.0,1.0,5.99,US,1627842399.0
61,Castro,-24.7911,-50.0119,56.59,64.0,100.0,4.21,BR,1627842371.0
22,Albany,42.6001,-73.9662,76.14,65.0,68.0,7.56,US,1627842365.0
66,Pescia,43.897,10.6904,78.64,65.0,6.0,1.01,IT,1627842371.0
168,Khovd,48.0056,91.6419,55.58,65.0,36.0,4.7,MN,1627842385.0
462,Bonfim,3.0833,-59.95,84.87,65.0,53.0,6.6,BR,1627842423.0
518,Tocopilla,-22.092,-70.1979,66.63,65.0,72.0,5.86,CL,1627842430.0
18,Cabo San Lucas,22.8909,-109.9124,97.81,66.0,1.0,3.0,MX,1627842365.0
53,Longyearbyen,78.2186,15.6401,48.04,66.0,75.0,16.11,SJ,1627842370.0
278,Husavik,66.0449,-17.3389,57.11,66.0,97.0,5.12,IS,1627842400.0
447,Camopi,3.1655,-52.3158,84.94,66.0,69.0,2.26,GF,1627842421.0
52,Punta Arenas,-53.15,-70.9167,46.51,66.0,75.0,14.97,CL,1627842363.0
162,Poya,-21.35,165.15,60.89,66.0,43.0,4.97,NC,1627842385.0
138,Liverpool,53.4106,-2.9779,66.88,67.0,40.0,5.99,GB,1627842381.0
534,Qui Nhon,13.7667,109.2333,85.15,67.0,100.0,12.71,VN,1627842433.0
507,Artyom,40.4723,50.333,73.54,67.0,66.0,7.36,AZ,1627842429.0
103,Faanui,-16.4833,-151.75,77.56,67.0,76.0,14.36,PF,1627842376.0
99,Iqaluit,63.7506,-68.5145,55.13,67.0,90.0,4.61,CA,1627842376.0
452,Koumac,-20.5667,164.2833,62.94,67.0,25.0,8.08,NC,1627842422.0
423,Kolokani,13.5728,-8.0339,81.7,67.0,70.0,6.4,ML,1627842418.0
418,Mahébourg,-20.4081,57.7,71.89,68.0,75.0,13.8,MU,1627842331.0
368,Bambous Virieux,-20.3428,57.7575,71.85,68.0,75.0,13.8,MU,1627842412.0
321,Talara,-4.5772,-81.2719,74.16,68.0,0.0,18.41,PE,1627842406.0
527,Yanam,16.7333,82.2167,82.62,68.0,51.0,3.94,IN,1627842432.0
0,Rocha,-34.4833,-54.3333,56.68,68.0,4.0,6.98,UY,1627842362.0
105,Tirumullaivāsal,11.2333,79.8333,84.79,68.0,100.0,12.35,IN,1627842376.0
569,Castrillón,43.3979,-6.7922,64.94,68.0,69.0,5.23,ES,1627842437.0
244,Killarney,52.05,-9.5167,59.97,68.0,31.0,10.2,IE,1627842200.0
185,Souillac,-20.5167,57.5167,71.98,68.0,75.0,13.8,MU,1627842387.0
164,Arraial do Cabo,-22.9661,-42.0278,78.76,68.0,20.0,18.41,BR,1627842385.0
90,Fare,-16.7,-151.0167,76.1,69.0,57.0,11.83,PF,1627842374.0
338,Pombos,-8.1414,-35.3958,78.39,69.0,54.0,19.86,BR,1627842408.0
121,Beloha,-25.1667,45.05,68.32,69.0,0.0,11.1,MG,1627842379.0
30,Cape Town,-33.9258,18.4232,58.12,69.0,0.0,4.61,ZA,1627842303.0
362,Chimbote,-9.0853,-78.5783,69.76,69.0,52.0,11.1,PE,1627842411.0
227,Paita,-5.0892,-81.1144,73.96,69.0,0.0,15.64,PE,1627842393.0
251,Acapulco de Juárez,16.8634,-99.8901,87.62,70.0,75.0,10.36,MX,1627842396.0
543,Lata,40.1629,-8.3327,71.35,70.0,96.0,6.51,PT,1627842434.0
127,Butaritari,3.0707,172.7902,82.89,70.0,48.0,10.31,KI,1627842380.0
582,Saint-Leu,-21.15,55.2833,67.03,70.0,31.0,2.35,RE,1627842439.0
366,Kahului,20.8947,-156.47,80.62,70.0,20.0,14.97,US,1627842411.0
488,Multan,30.1956,71.4753,89.49,70.0,5.0,6.91,PK,1627842185.0
355,Champerico,14.3,-91.9167,94.28,70.0,99.0,5.37,GT,1627842410.0
248,Barranca,-10.75,-77.7667,67.14,70.0,50.0,10.65,PE,1627842396.0
11,Khatanga,71.9667,102.5,63.61,70.0,83.0,8.32,RU,1627842364.0
8,Port Alfred,-33.5906,26.891,62.11,70.0,47.0,24.9,ZA,1627842363.0
590,Charleston,32.7766,-79.9309,95.02,70.0,1.0,7.0,US,1627842440.0
430,Tazovsky,67.4667,78.7,54.0,70.0,100.0,9.01,RU,1627842419.0
367,Fairbanks,64.8378,-147.7164,69.1,71.0,90.0,0.0,US,1627842411.0
113,Zhigansk,66.7697,123.3711,61.39,71.0,45.0,10.96,RU,1627842377.0
279,Hithadhoo,-0.6,73.0833,81.41,71.0,100.0,4.85,MV,1627842400.0
320,Damietta,31.4165,31.8133,82.56,71.0,0.0,8.88,EG,1627842406.0
21,College,64.8569,-147.8028,69.1,71.0,75.0,4.61,US,1627842365.0
25,Atuona,-9.8,-139.0333,76.62,71.0,39.0,13.96,PF,1627842366.0
504,Mt. Pleasant,32.7941,-79.8626,95.99,71.0,1.0,7.0,US,1627842428.0
86,Kudahuvadhoo,2.6708,72.8944,82.53,71.0,100.0,5.23,MV,1627842374.0
490,Erzin,36.9559,36.2,83.12,71.0,0.0,3.89,TR,1627842427.0
454,Coffeyville,37.0373,-95.6164,81.55,71.0,75.0,0.0,US,1627842422.0
432,Batagay,67.6333,134.6333,46.72,71.0,0.0,2.17,RU,1627842419.0
68,Ziway,7.9333,38.7167,64.87,71.0,61.0,13.38,ET,1627842371.0
509,Taganak,6.0833,118.3,78.94,72.0,91.0,3.38,PH,1627842429.0
577,Zaraza,9.3503,-65.3245,84.43,72.0,16.0,6.93,VE,1627842438.0
55,Bethel,41.3712,-73.414,78.1,72.0,90.0,9.22,US,1627842370.0
323,Sørland,67.667,12.6934,49.86,72.0,75.0,12.41,NO,1627842406.0
75,Chui,-33.6971,-53.4616,57.18,72.0,7.0,5.84,UY,1627842372.0
122,Bredasdorp,-34.5322,20.0403,56.52,72.0,63.0,6.91,ZA,1627842379.0
413,Mahibadhoo,3.7833,72.9667,83.64,72.0,92.0,9.71,MV,1627842417.0
446,Cabedelo,-6.9811,-34.8339,81.27,72.0,27.0,23.76,BR,1627842421.0
106,Cidreira,-30.1811,-50.2056,60.21,72.0,5.0,8.7,BR,1627842377.0
437,Saint-Joseph,-21.3667,55.6167,66.56,72.0,38.0,12.17,RE,1627842420.0
391,Galveston,29.3669,-94.9669,96.21,72.0,75.0,5.01,US,1627842414.0
69,Ponta do Sol,32.6667,-17.1,76.71,72.0,26.0,4.14,PT,1627842372.0
262,Narsaq,60.9167,-46.05,61.02,72.0,100.0,1.28,GL,1627842398.0
214,Narodychi,51.2029,29.0823,73.18,72.0,39.0,2.42,UA,1627842392.0
57,Nouadhibou,20.931,-17.0347,75.18,73.0,0.0,16.11,MR,1627842370.0
210,Ossora,59.2353,163.0719,53.13,73.0,98.0,6.93,RU,1627842391.0
501,Inhambane,-23.865,35.3833,65.39,73.0,0.0,5.41,MZ,1627842428.0
281,Grimstad,58.3405,8.5934,61.77,73.0,86.0,11.63,NO,1627842401.0
384,Fortuna,40.5982,-124.1573,85.42,73.0,1.0,1.99,US,1627842413.0
133,Nicoya,10.1483,-85.452,89.15,73.0,47.0,6.87,CR,1627842381.0
238,Teya,60.3778,92.6267,58.53,73.0,100.0,2.55,RU,1627842395.0
560,Gouyave,12.1646,-61.7296,84.97,74.0,20.0,21.85,GD,1627842436.0
114,Saint-Philippe,-21.3585,55.7679,67.55,74.0,32.0,12.55,RE,1627842378.0
102,Upernavik,72.7868,-56.1549,44.87,74.0,97.0,12.59,GL,1627842376.0
528,Carutapera,-1.195,-46.02,82.56,74.0,36.0,5.12,BR,1627842432.0
373,Nouakchott,18.0858,-15.9785,82.33,74.0,75.0,11.77,MR,1627842412.0
104,Fomboni,-12.28,43.7425,75.79,74.0,13.0,11.12,KM,1627842376.0
171,Lompoc,34.6391,-120.4579,84.02,74.0,1.0,13.8,US,1627842386.0
50,Bathsheba,13.2167,-59.5167,86.61,74.0,40.0,11.5,BB,1627842369.0
460,Kochkurovo,54.0358,45.4184,69.87,74.0,100.0,0.83,RU,1627842423.0
357,Cap Malheureux,-19.9842,57.6142,72.09,75.0,24.0,8.01,MU,1627842410.0
234,Cayenne,4.9333,-52.3333,89.64,75.0,44.0,5.01,GF,1627842394.0
345,Grand Gaube,-20.0064,57.6608,72.0,75.0,12.0,8.01,MU,1627842409.0
442,Villa Rica,33.7321,-84.9191,89.42,75.0,39.0,11.34,US,1627842420.0
574,São José da Coroa Grande,-8.8978,-35.1478,77.13,75.0,15.0,17.54,BR,1627842438.0
44,Busselton,-33.65,115.3333,52.66,75.0,80.0,8.1,AU,1627842368.0
267,Saint-Pierre,-21.3393,55.4781,67.64,75.0,0.0,8.05,RE,1627842119.0
220,French Harbor,16.35,-86.4333,88.0,75.0,20.0,1.99,HN,1627842392.0
499,Trincomalee,8.5711,81.2335,81.46,75.0,100.0,16.11,LK,1627842428.0
292,Bilibino,68.0546,166.4372,33.62,75.0,90.0,6.76,RU,1627842241.0
401,Mitú,1.1983,-70.1733,73.42,75.0,100.0,2.77,CO,1627842415.0
205,Lima,-12.0432,-77.0282,67.89,75.0,90.0,5.75,PE,1627842332.0
389,Deep River,46.1001,-77.4995,67.75,75.0,100.0,4.54,CA,1627842414.0
80,Hommelvik,63.4108,10.7942,54.59,75.0,75.0,19.57,NO,1627842165.0
414,Kavieng,-2.5744,150.7967,81.03,76.0,10.0,8.14,PG,1627842417.0
98,Beringovskiy,63.05,179.3167,45.16,76.0,70.0,7.76,RU,1627842106.0
186,Ust'-Ordynskiy,52.805,104.7508,60.64,76.0,98.0,0.65,RU,1627842388.0
28,São Filipe,14.8961,-24.4956,76.21,76.0,19.0,10.22,CV,1627842366.0
271,Buchanan,5.8808,-10.0467,80.56,76.0,92.0,9.91,LR,1627842399.0
54,Harper,4.375,-7.7169,77.61,76.0,97.0,8.21,LR,1627842370.0
479,Xichang,27.8964,102.2634,64.31,76.0,0.0,1.79,CN,1627842425.0
533,Grand-Santi,4.25,-54.3833,81.91,76.0,41.0,1.36,GF,1627842432.0
328,Yangambi,0.8102,24.4336,74.62,76.0,100.0,3.06,CD,1627842407.0
199,Polovinnoye,54.7914,65.9864,68.85,76.0,19.0,8.55,RU,1627842389.0
308,Qaqortoq,60.7167,-46.0333,61.3,76.0,100.0,3.42,GL,1627842404.0
572,Ivybridge,50.3904,-3.9191,67.82,76.0,63.0,10.51,GB,1627842437.0
555,Wanlaweyn,2.6185,44.8938,75.11,76.0,71.0,17.94,SO,1627842435.0
521,Nizhnevartovsk,60.9344,76.5531,60.82,77.0,0.0,6.71,RU,1627842185.0
312,Tarakan,3.3,117.6333,81.48,77.0,85.0,8.95,ID,1627842405.0
